"jerarquia";"cod_especie";"nombre_corto";"nombre_largo";"cotiza";"fecha_emision";"fecha_vencimiento";"diasmes";"diasanio";"cod_especie_sab";"cod_emisor";"tipo_especie";"cod_especie_mae";"isin";"pais_origen";"cod_tip_flujo";"tipo_moneda";"cod_moneda_pago";"cod_tip_emisor";"partition_date"
"002004005329000";GA81CP;FFGARBARINO 81;FF GARBARINO 81 CP VTO 10/12/2013;ARS;"01/02/2012";"10/12/2013";REA;REA;"5231";GARBARINO;B;GR81D;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001009029000";BONA16;BONAR $ 2016;BONOS NAC ARG EN PESOS BADLAR PRIVADA + 325 VTO 18/03/2016;ARS;"18/03/2009";"18/03/2016";"30";"360";"5440";RA;B;AM16P;ARARGE03G357;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004653";L11L2;BCRA 11/07/2012;LEBAC INTERNA VTO 11/07/2012;ARS;"08/02/2012";"11/07/2012";REA;REA;"50287";BCRA;B;L11L2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004654";L05S2;BCRA 05/09/2012;LEBAC INTERNA VTO 05/09/2012;ARS;"08/02/2012";"05/09/2012";REA;REA;"50288";BCRA;B;L05S2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002004002321000";BSF3;ON BSF CLASE3;ON Bco de Servicios Financieros SA Tasa Fija Venc 270d;ARS;"22/02/2012";"22/11/2012";REA;REA;"5232";SERVFINAN;B;BSFI3;ARBSFI050034;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002322000";BSF4;ON BSF Clase 4;ON Bco de Servicios Financieros SA Tasa Variable Venc 18 meses;ARS;"22/02/2012";"22/08/2013";REA;REA;"5233";SERVFINAN;B;BSFI4;ARBSFI050042;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002323000";IRSA14;ON IRSA 2014;OBLIGACIONES NEGOCIABLES IRSA CLASE 4 TF venc 2014;USD;"14/02/2012";"14/02/2014";REA;REA;"17568";IRSA;B;IRSC4;ARIRSA050189;ARGENTINA;DTCF;;;;"2024-03-27"
"002001008004655";L29G2;BCRA 29/08/2012;LEBAC INTERNA VTO 29/08/2012;ARS;"15/02/2012";"29/08/2012";REA;REA;"50289";BCRA;B;L29G2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004656";L13F3;BCRA 13/02/2013;LEBAC INTERNA VTO 13/02/2013;ARS;"15/02/2012";"13/02/2013";REA;REA;"50290";BCRA;B;L13F3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001004290000";B17Y2A;LETE PBAS 91D;LETRAS DEL TESORO DE LA PCIA BS AS EN PESOS 91 DIAS VTO 17/05/12;ARS;"16/02/2012";"17/02/2012";REA;REA;"50292";RA;B;LBY12;ARPBUE151806;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004291000";B09G12;LETE PBAS 175D;LETRAS DEL TESORO DE LA PCIA BS AS EN PESOS 175 DIAS VTO 09/08/12;ARS;"16/02/2012";"09/08/2012";REA;REA;"50293";RA;B;BBG12;ARPBUE151814;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004292000";B31E13;LETE PBAS 350D;LETRAS DEL TESORO DE LA PCIA BS AS EN PESOS 350 DIAS VTO 31/01/13;ARS;"16/02/2012";"31/01/2013";REA;REA;"50294";RA;B;BBE12;ARPBUE151822;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004289000";B29M2C;LETE PBAS 42D;LETRAS DEL TESORO DE LA PCIA BS AS EN PESOS 42 DIAS VTO 29/03/12;ARS;"16/02/2012";"29/03/2012";REA;REA;"50291";RA;B;LB4M2;ARPBUE151798;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005330000";CGAR84;CERT GAR 84;CERTIFICADOS PROVISORIOS GARBARINO 84;ARS;"16/02/2012";"16/08/2012";REA;REA;"5234";GARBARINO;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004657";L05J3;BCRA 05/06/2013;LEBAC INTERNA  VTO 05/06/2013;ARS;"22/02/2012";"05/06/2013";REA;REA;"50295";RA;B;L05J3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001004293000";B26A2C;LETE PBAS 49D;LETRA DE LA PCIA DE BS AS EN PESOS A 49D DIAS VTO 26/04/12;ARS;"08/03/2012";"26/04/2012";REA;REA;"50296";RA;B;LB2A2;ARPBUE151848;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004294000";B07J2A;LETE PBAS 91D;LETRA DE LA PCIA DE BS AS EN PESOS A 91 DIAS VTO 07/06/12;ARS;"08/03/2012";"07/06/2012";REA;REA;"50297";RA;B;LBJ12;ARPBUE151855;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004295000";B30G12;LETE PBAS 175D;LETRA DE LA PCIA DE BS AS EN PESOS A 175 DIAS VTO 30/08/12;ARS;"08/03/2012";"30/08/2012";REA;REA;"50298";RA;B;BB2G2;ARPBUE151863;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004658";L08G2;BCRA 08/08/2012;LEBAC INTERNA VTO 08/08/2012;ARS;"07/03/2012";"08/08/2012";REA;REA;"50299";BCRA;B;L08G2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004659";L12S2;BCRA 12/09/2012;LEBAC INTERNA VTO12/09/2012;ARS;"14/03/2012";"12/09/2012";REA;REA;"50300";BCRA;B;L12S2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004660";L24O2;BCRA 24/10/2012;LEBAC INTERNA VTO 24/10/2012;ARS;"07/03/2012";"24/10/2012";REA;REA;"50301";BCRA;B;L24O2;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004661";L06M3;BCRA 06/03/2013;LEBAC INTERNA VTO 06/03/2013;ARS;"07/03/2012";"06/03/2013";REA;REA;"50302";BCRA;B;L06M3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004662";L05M4;BCRA 05/03/2014;LEBAC INTERNA VTO05/03/2014;ARS;"07/03/2012";"05/03/2014";REA;REA;"50303";BCRA;B;L05M4;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001004296000";CHACO5;LETE PROV CHACO;LETRA DE LA PROV DEL CHACO 63D 11/05/12;ARS;"09/03/2012";"11/05/2012";REA;REA;"50304";RA;B;CLY12;ARPCHA150469;ARGENTINA;XXXX;;;;"2024-03-27"
"002003005006000";CBAS17;CDAD 2017;CDAD DE BS AS /MUNICIPAL CUPON 9.95 REGSVTO 01/03/2017;USD;"29/02/2012";"01/03/2017";"30";"360";"91535";GCBA;B;;XS0752394089;ARGENTINA;XXXX;;;;"2024-03-27"
"002003004047000";PBA15D;PROV BS AS 2015;TIT DEUDA PUB PROV BS AS REGS TASA 11.75 VTO 05/10/2015;USD;"05/10/2010";"05/10/2015";"30";"360";"14685";BSAS;B;BP15D;XS0546539486;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004663";L19S2;BCRA 19/09/2012;LEBAC INTERNA VTO 19/09/2012;ARS;"21/03/2012";"19/09/2012";REA;REA;"50305";BCRA;B;L19S2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004664";L25S3;BCRA 25/09/2013;LEBAC INTERNA VTO 25/09/2013;ARS;"21/03/2012";"25/09/2013";REA;REA;"50306";BCRA;B;L25S3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002004005331000";GAR82A;FF GARBARINO 82;FF GARBARINO 82 VDF CLASE A VTO 10/12/2012;ARS;"30/03/2012";"10/12/2012";REA;REA;"5236";GARBARINO;B;;;ARGENTINA;DTCF;;;;"2024-03-27"
"002004005332000";GAR82B;FF GARBARINO 82;FF GARBARINO 82 VDF CLASE B VTO 10/01/2013;ARS;"30/03/2012";"10/01/2013";REA;REA;"5237";GARBARINO;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005333000";GAR82C;FF GARBARINO 82;FF GARBARINO VDF CLASE C VTO 13/02/2013;ARS;"30/03/2012";"13/02/2013";REA;REA;"5238";GARBARINO;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005334000";GA82CP;FF GARBARINO 82;FF GARBARINO 82 CP VTO 10/01/2014;ARS;"30/03/2012";"10/01/2014";REA;REA;"5239";GARBARINO;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004297000";B17Y2B;LETRAS PBAS 49D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 49 DIAS VTO 17/05/2012;ARS;"29/03/2012";"17/05/2012";REA;REA;"50307";RA;B;LB2Y2;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004298000";B28J2A;LETRAS PBAS 91D;LETRAS DEL TESORO DE LA PCIA DE BS AS EN PESOS 91 DIAS VTO 28/06/2012;ARS;"29/03/2012";"28/06/2012";REA;REA;"50308";RA;B;LB2J2;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004299000";B20S12;LETRA PBAS 175D;LETRAS DEL TESORO DE LA PCIA BS AS EN PESOS 175 DIAS VTO 20/09/2012;ARS;"29/03/2012";"20/09/2012";REA;REA;"50309";RA;B;BBS12;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004300000";B14M13;LETRA PBA 350 D;LETRAS DEL TESORO DE LA PCIA BS AS EN PESOS 350 DIAS VTO 14/03/2013;ARS;"29/03/2012";"14/03/2013";REA;REA;"50310";RA;B;BBM13;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004301000";CHA09;LETE PROV CHACO;LETRAS DE LA PCIA DEL CHACO EN PESOS 171 DIAS VTO 17/09/2012;ARS;"30/03/2012";"17/09/2012";REA;REA;"50314";RA;B;BLS12;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004302000";CO24Y2;LETE PC CORDOBA;LETRAS EN PESOS PCIA DE CORDOBA 55 DIAS VTO 24/05/2012;ARS;"30/03/2012";"24/05/2012";REA;REA;"50311";RA;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004303000";CO28S2;LETE PC CORDOBA;LETRAS EN PESOS PCIA DE CORDOBA 182 DIAS VTO 28/09/2012;ARS;"30/03/2012";"28/09/2012";REA;REA;"50312";RA;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004304000";CO30N2;LETE PC CORDOBA;LETRAS EN PESOS PCIA DE CORDOBA 245 DIAS VTO 30/11/2012;ARS;"30/03/2012";"30/11/2012";REA;REA;"50313";RA;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"003015001020000";"11100";SUPER AH PLUS A;SUPER AHORRO PLUS cuota A;ARS;;;REA;REA;"11100";;B;;;;XXXX;;;;"2024-03-27"
"003015001021000";"11103";SUPER AH PLUS B;SUPER AHORRO PLUS cuota B;ARS;;;REA;REA;"11103";;B;;BBG002W1DKT7;;XXXX;;;;"2024-03-27"
"002001008004665";L10A3;BCRA 10/04/2013;LEBAC INTERNA VTO10/04/2013;ARS;"04/04/2012";"10/04/2013";REA;REA;"50315";BCRA;B;L10A3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004666";L31O2;BCRA 31/10/2012;LEBAC INTERNA VTO 31/10/2012;ARS;"11/04/2012";"31/10/2012";REA;REA;"50316";BCRA;B;L31O2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002004002324000";TN17S1;ON T NARANJA;ON Tarjeta Naranja Clase XVII Serie1 TF 12 Meses Venc 24/04/13;ARS;"24/04/2012";"24/04/2013";REA;REA;"5245";TARNARANJA;B;;ARTANA050552;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002325000";TN17S2;ON T NARANJA 17;ON Tarjeta Naranja Clase XVII Serie2 TV 18 Meses Venc 24/10/13;ARS;"24/04/2012";"24/10/2013";REA;REA;"5246";TARNARANJA;B;TN172;ARTANA050560;ARGENTINA;DTCF;;;;"2024-03-27"
"002004005335000";CGAR85;CERT GAR 85;CERTIFICADOS PROVISORIOS GARBARINO 85;ARS;"17/04/2012";;REA;REA;"5244";GARBARINO;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004305000";B07J2B;LETE PBAS 42D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 42D DIAS VTO 07/06/12;ARS;"26/04/2012";"07/06/2012";REA;REA;"50317";RA;B;LB3J2;ARPBUE151913;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004306000";B19L2A;LETE PBAS 84D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 84 DIAS VTO 19/07/12;ARS;"26/04/2012";"19/07/2012";REA;REA;"50318";RA;B;LBL12;ARPBUE151921;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004307000";B11O12;LETE PBAS 168D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 168 DIAS VTO 11/10/12;ARS;"26/04/2012";"11/10/2012";REA;REA;"50319";RA;B;BBO12;ARPBUE151939;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004308000";B11A13;LETE PBAS 350D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 350 DIAS VTO 11/04/13;ARS;"26/04/2012";"11/04/2013";REA;REA;"50320";RA;B;BBA13;ARPBUE151947;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004667";L14N2;BCRA 14/11/2012;LEBAC INTERNA VTO 14/11/2012;ARS;"25/04/2012";"14/11/2012";REA;REA;"50321";BCRA;B;L14N2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004668";L09E3;BCRA 09/01/2013;LEBAC INTERNA VTO 09/01/2013;ARS;"25/04/2012";"09/01/2013";REA;REA;"50322";BCRA;B;L09E3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002004005336000";GAR83A;FF GARBARINO 83;FF GARBARINO 83 VDF CLASE A VTO 10/01/13;ARS;"05/05/2012";"10/01/2013";REA;REA;"5247";GARBARINO;B;GR83A;ARBVAL08J747;ARGENTINA;DTCF;;;;"2024-03-27"
"002004005337000";GAR83B;FF GARBARINO 83;FF GARBARINO 83 VDF CLASE B VTO 11/03/13;ARS;"05/05/2012";"11/03/2013";REA;REA;"5248";GARBARINO;B;GR83B;ARBVAL08J754;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005338000";GAR83C;FF GARBARINO 83;FF GARBARINO 83 VDF CLASE C VTO 10/04/13;ARS;"05/05/2012";"10/04/2013";REA;REA;"5249";GARBARINO;B;GR83C;ARBVAL08J762;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005339000";GA83CP;FF GARBARINO 83;FF GARBARINO 83 CP VTO 10/02/14;ARS;"05/05/2012";"10/02/2014";REA;REA;"5250";GARBARINO;B;GR83D;ARBVAL08J770;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002326000";TOYO06;ON TOYOTA CL 6;ON TOYOTA CIA FINANCIERA ARG SA CLASE 6 Tasa Variable Venc 2014;ARS;"09/05/2012";"09/02/2014";"30";"360";"5252";TOYOTA;B;TOYO6;ARTCFA050063;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004309000";CO15J2;LETE PCORDOBA;LETRAS EN PESOS PCIA DE CORDOBA 49 DIAS VTO 15/06/12;ARS;"27/04/2012";"15/06/2012";REA;REA;"50323";RA;B;;ARPCDB150314;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004310000";CO26O2;LETE PCORDOBA;LETRAS EN PESOS PCIA DE CORDOBA 182 DIAS VTO 26/10/12;ARS;"27/04/2012";"26/10/2012";REA;REA;"50324";RA;B;;ARPCDB150322;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004311000";CO21D2;LETE PCORDOBA;LETRAS EN PESOS PCIA DE CORDOBA 238 DIAS VTO 21/12/12;ARS;"27/04/2012";"21/12/2012";REA;REA;"50325";RA;B;;ARPCDB150330;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004669";L13M3;BCRA 13/03/2013;LEBAC INTERNA VTO 13/03/2013;ARS;"02/05/2012";"13/03/2013";REA;REA;"50326";BCRA;B;L13M3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004670";L05D2;BCRA 05/12/2012;LEBAC INTERNA VTO 05/12/2012;ARS;"09/05/2012";"05/12/2012";REA;REA;"50327";BCRA;B;L05D2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004671";L06F3;BCRA 06/02/2013;LEBAC INTERNA VTO 06/02/2013;ARS;"09/05/2012";"06/02/2013";REA;REA;"50328";BCRA;B;L06F3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004672";L06N3;BCRA 06/11/2013;LEBAC INTERNA VTO 06/11/2013;ARS;"09/05/2012";"06/11/2013";REA;REA;"50329";BCRA;B;L06N3;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004673";L30A4;BCRA 30/04/2014;LEBAC INTERNA VTO 30/04/2014;ARS;"09/05/2012";"30/04/2014";REA;REA;"50330";BCRA;B;L30A4;;ARGENTINA;DTSC;;;;"2024-03-27"
"002004002327000";RIO13;ON SANTANDERRIO;ON BCO SANTANDER RIO SA CLASE II TVAR VENC 2013;ARS;"15/05/2012";"15/11/2013";"30";"365";"5253";RIOSA;B;BSRC2;ARBRIO050505;ARGENTINA;DTCF;;;;"2024-03-27"
"002001004312000";CHA13J;L P CHACO 63 DI;LETRAS DEL TESORO DEL GBNO PCIA DEL CHACO EN PESOS VTO 13/07/2012;ARS;"11/05/2012";"13/07/2012";REA;REA;"50331";RA;B;CLL12;;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002328000";GSUP5;ON SUPERV 5;ON GRUPO SUPERVIELLE SA CLASE V A TASA VARIABLE CON VTO 2013 USD;ARS;"22/05/2012";"22/11/2013";"30";"365";"5258";SUPERV;B;GSUP5;ARGRSU050054;ARGENTINA;DTCF;;;;"2024-03-27"
"002001004313000";B28J2B;LETE PBAS 42D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 42D DIAS VTO 28/06/12;ARS;"17/05/2012";"28/06/2012";REA;REA;"50332";RA;B;LB4J2;ARPBUE151954;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004314000";B09G2A;LETE PBAS 84D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 84 DIAS VTO 09/08/12;ARS;"16/05/2012";"09/08/2012";REA;REA;"50333";RA;B;LBG12;ARPBUE151962;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004315000";B01N12;LETE PBAS 168D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 168 DIAS VTO 01/11/12;ARS;"17/05/2012";"01/11/2012";REA;REA;"50334";RA;B;BBN12;ARPBUE151970;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004316000";B16Y13;LETE PBAS 364D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 364 DIAS VTO 16/05/13;ARS;"17/05/2012";"16/05/2013";REA;REA;"50335";RA;B;BBY13;ARPBUE151988;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005340000";GAR84A;FF GARBARINO 84;FF GARBARINO 84 VDF CLASE A VTO 13/02/13;ARS;"24/05/2012";"13/02/2013";REA;REA;"5259";GARBARINO;B;GR84A;ARBVAL08J929;ARGENTINA;DTCF;;;;"2024-03-27"
"002004005341000";GAR84B;FF GARBARINO 84;FF GARBARINO 84 VDF CLASE B VTO 10/04/13;ARS;"24/05/2012";"10/04/2013";REA;REA;"5260";GARBARINO;B;GR84B;ARBVAL08J937;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005342000";GAR84C;FF GARBARINO 84;FF GARBARINO 84 VDF CLASE C VTO 10/05/13;ARS;"24/05/2012";"10/05/2013";REA;REA;"5261";GARBARINO;B;GR84C;ARBVAL08J945;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005343000";GA84CP;FF GARBARINO 84;FF GARBARINO 84 CP  VTO 10/03/14;ARS;"24/05/2012";"10/03/2014";REA;REA;"5262";GARBARINO;B;GR84D;ARBVAL08J952;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004317000";CO27L2;LETE PCORDOBA;LETRAS EN PESOS PCIA DE CORDOBA 64 DIAS VTO 27/07/12;ARS;"24/05/2012";"27/07/2012";REA;REA;"50336";RA;B;LOL12;ARPCDB150348;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004318000";C30N2A;LETE PCORDOBA;LETRAS EN PESOS PCIA DE CORDOBA 190 DIAS VTO 30/11/12;ARS;"24/05/2012";"30/11/2012";REA;REA;"50337";;B;BO2N2;ARPCDB150355;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002329000";IMPSA6;OB IND PESCARMO;OBLIG NEG INDUST METALURG PESCARMONA CLASE VI EN PESOS VTO 04/03/2014  (21 MESES);ARS;"04/06/2012";"04/03/2014";"30";"360";"5263";IMPSA;B;;ARIPSA050165;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002330000";IMPSA7;OB IND PESCARMO;OBLIG NEG INDUST METALURG PESCARMONA CLASE VII VTO 04/06/2014 (24 MESES);USD;"04/06/2012";"04/06/2014";"30";"360";"5264";IMPSA;B;IMEP7;ARIPSA050173;ARGENTINA;DTCF;;;;"2024-03-27"
"002001004319000";NEUS12;LT NEUQ S1 94 D;LT PCIA DE NEUQUEN CLASE 1 SERIE 1 94 DIAS VTO 03/09/2012;ARS;"01/06/2012";"03/09/2012";REA;REA;"50338";RA;B;LNS12;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004320000";NEUN12;LT NEU S2 168 D;LT PCIA DE NEUQUEN CLASE 2 SERIE 2 168 DIAS  VTO 16/11/2012;ARS;"01/06/2012";"16/11/2012";REA;REA;"50339";RA;B;BNN12;;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005344000";FB54C;FFSUPV BANEX 54;FF SUPERV BANEX 54 VDF C VTO 20/08/2014;ARS;"02/12/2011";"20/08/2014";REA;"365";"17414";SUPERVIELL;B;FB54C;AREQUI083829;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005345000";FB55C;FF SUP BANEX55;FF SUPERV BANEX55 VDF C VTO C VTO 20/03/2014;ARS;"19/12/2011";"20/03/2014";REA;"365";"17452";SUPERVIELL;B;FB55C;AREQUI083902;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005346000";CGAR86;CERT GAR 86;CERTIFICADOS PROVISORIOS GARBARINO 86;ARS;"31/05/2012";;REA;REA;"5265";GARBARINO;B;;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004674";L15G2;BCRA 15/08/2012;LEBAC INTERNA VTO 15/08/2012;ARS;"06/06/2012";"15/08/2012";REA;REA;"50340";BCRA;B;L15G2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004675";L20N3;BCRA 20/11/2013;LEBAC INTERNA VTO 20/11/2013;ARS;"06/06/2012";"20/11/2013";REA;REA;"50341";BCRA;B;L20N3;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004676";L07Y4;BCRA 07/05/2014;LEBAC INTERNA VTO 07/05/2014;ARS;"06/06/2012";"07/05/2014";REA;REA;"50342";BCRA;B;L07Y4;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001004321000";B19L2B;LETE PBAS 42D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 42D DIAS VTO 19/07/12;ARS;"07/06/2012";"19/07/2012";REA;REA;"50343";RA;B;LB2L2;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004322000";B30G2A;LETE PBAS 84D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 84D DIAS VTO 30/08/12;ARS;"07/06/2012";"30/08/2012";REA;REA;"50344";RA;B;LB2G2;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004323000";B22N12;LETE PBAS 168D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 168 DIAS VTO 22/11/12;ARS;"07/06/2012";"22/11/2012";REA;REA;"50345";RA;B;BB2N2;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004324000";B06J13;LETE PBAS 364D;LETRAS DEL TESORO DE PCIA BS AS EN PESOS 364 DIAS VTO 06/06/13;ARS;"07/06/2012";"06/06/2013";REA;REA;"50346";RA;B;BBJ13;ARPBUE152077;ARGENTINA;XXXX;;;;"2024-03-27"
"002004002331000";CRESU9;ON CRESUD 2013;ON CRESUD CLASE IX TASA VARIABLE 18 Meses venc 21/12/13  SERIE V;ARS;"21/06/2012";"21/12/2013";REA;REA;"5266";CRESUD;B;CSU59;ARCRES050181;ARGENTINA;DTCF;;;;"2024-03-27"
"002004002332000";CRES10;ON CRESUD 2014;ON CRESUD USD CLASE X TASA FIJA 24 Meses venc 21/06/14 SERIE V;USD;"21/06/2012";"21/06/2014";REA;REA;"5267";CRESUD;B;CSU50;ARCRES050199;ARGENTINA;DTCF;;;;"2024-03-27"
"002004002333000";CRES11;ON CRESUD 2015;ON CRESUD CLASE XI TASA VARIABLE 36 Meses venc 21/06/15  SERIE V;ARS;"21/06/2012";"21/06/2015";REA;REA;"5268";CRESUD;B;CSU51;ARCRES050207;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004677";L19D2;BCRA 19/12/2012;LEBAC INTERNA VTO19/12/2012;ARS;"13/06/2012";"19/12/2012";REA;REA;"50347";BCRA;B;L19D2;;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004325000";B09G2B;LETE PBAS 42 D;LETRAS DEL TESORO PCIA BS AS EN PESOS 42 DIAS VTO 09/08/2012;ARS;"28/06/2012";"09/08/2012";REA;REA;"50348";RA;B;LB3G2;ARPBUE152085;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004326000";B20S2A;LETES PBAS 84 D;LETRAS DEL TESORO PCIA BS AS EN PESOS 84 DIAS VTO 20/09/2012;ARS;"28/06/2012";"20/09/2012";REA;REA;"50349";RA;B;LBS12;ARPBUE152093;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004327000";B13D12;LETE PBAS 168 D;LETRAS DEL TESORO PCIA BS AS EN PESOS 168 DIAS VTO 13/12/2012;ARS;"28/06/2012";"13/12/2012";REA;REA;"50350";RA;B;BBD12;ARPBUE152101;ARGENTINA;XXXX;;;;"2024-03-27"
"002001004328000";B27J13;LETE PBAS 364 D;LETRAS DEL TESORO PCIA BS AS EN PESOS 364 DIAS VTO 27/06/2013;ARS;"28/06/2012";"27/06/2013";REA;REA;"50351";RA;B;BB2J3;ARPBUE152119;ARGENTINA;XXXX;;;;"2024-03-27"
"002001008004678";L03O2;BCRA 03/10/2012;LEBAC INTERNA VTO 03/10/2012;ARS;"27/06/2012";"03/10/2012";REA;REA;"50352";BCRA;B;L03O2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002001008004679";L21N2;BCRA 21/11/2012;LEBAC INTERNA VTO 21/11/2012;ARS;"27/06/2012";"21/11/2012";REA;REA;"50353";BCRA;B;L21N2;;ARGENTINA;DTSC;;;;"2024-03-27"
"002004005347000";GAR85A;FF GARBARINO 85;FF GARBARINO 85 VDF CLASE A VTO 10/03/13;ARS;"06/07/2012";"11/03/2013";REA;REA;"5270";GARBARINO;B;GR85A;ARBVAL08K133;ARGENTINA;DTCF;;;;"2024-03-27"
"002004005348000";GAR85B;FF GARBARINO 85;FF GARBARINO 85 VDF CLASE B VTO 10/04/13;ARS;"06/07/2012";"10/04/2013";REA;REA;"5271";GARBARINO;B;GR85B;ARBVAL08K141;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005349000";GAR85C;FF GARBARINO 85;FF GARBARINO 85 VDF CLASE C VTO 10/06/13;ARS;"06/07/2012";"10/06/2013";REA;REA;"5272";GARBARINO;B;GR85C;ARBVAL08K158;ARGENTINA;XXXX;;;;"2024-03-27"
"002004005350000";GA85CP;FF GARBARINO 85;FF GARBARINO 85 CP VTO 10/04/14;ARS;"06/07/2012";"10/04/2014";REA;REA;"5273";GARBARINO;B;GR85D;ARBVAL08K166;ARGENTINA;XXXX;;;;"2024-03-27"
